|Index|q10_resp|q1_resp|q2_resp|q3_resp|q4_resp|q5_resp|q6_resp|q7_resp|q8_resp|q9_resp|qimg|stim_id|stim_txt|complement
293|328||Toss the contents of the bag around until everything is coated with sugar.|True|False|False|False|False|True|False||lets-make-muddy-buddies_7_0.jpg|3784_6|Toss the contents of the bag around until everything is coated with sugar.|
294|329||Lastly add your whipped cream to the top of your Spanish coffee. Garnish the drink with some fresh nutmeg and serve immediately. |True|False|False|False|False|True|False||how-to-make-a-spanish-coffee-21_6_0.jpg|709_6|Lastly add your whipped cream to the top of your Spanish coffee. Garnish the drink with some fresh nutmeg and serve immediately. Enjoy!|Enjoy!
295|330||sprinkle the cheese over the pepperoni |True|False|False|False|False|True|False||pepperoni-pizza_5_0.jpg|805_5|1 1/2 cups shredded mozzarella, sprinkle the cheese over the pepperoni then top with the remaining pepperoni.|1 1/2 cups shredded mozzarella, then top with the remaining pepperoni.
296|331||Please subscribe to my channel!|False|False|False|False|False|False|False||how-to-cook-a-chinese-dumpling_13_0.jpg|2686_13|Please subscribe to my channel!!BALISAGE Cooking|!BALISAGE Cooking
297|332||I don't know about you, but I love me some mayonnaise. This is Hellman's mayonnaise, although you could make your own|False|False|False|False|False|False|False||chicken-kiev-sandwich_2_0.jpg|4458_2|I don't know about you, but I love me some mayonnaise. This is Hellman's mayonnaise, although you could make your own | 
298|333||Mix everything and add 3/4 cup curd to it|True|False|True|False|False|True|False||curd-jantikalucrispy-curd-snacks_3_0.jpg|1436_3|-Mix everything and add 3/4 cup curd to it|-
299|334|False|Once the skillet is hot enough, open the Jimmy Dean sausage package and put the sausage into the skillet. &#160;|True|False|False|False|False|False|True|True|easy-like-sunday-morningfootball-tailgate-dip_4_0.jpg|1777_4|Once the skillet is hot enough, open the Jimmy Dean sausage package and put the sausage into the skillet. &#160;Please cook the sausage thoroughly.|Please cook the sausage thoroughly.
300|335||Place the candy canes in a sealed ziplock bag and roll with a rolling pin until crushed.|True|False|False|False|False|True|False||homemade-peppermint-bark_3_0.jpg|1483_3|Place the candy canes in a sealed ziplock bag and roll with a rolling pin until crushed.|
301|336|False|Place the gelatin pack and the sugar in the stove pot and then mix together to form a fine powder|True|False|False|False|False|False|True|True|vanilla-panna_2_0.jpg|1402_1|Place the gelatin pack and the sugar in the stove pot and then mix together to form a fine powder|
302|337|False|i find it easier to open a bag and place closed bag inside|True|False|False|False|False|False|True|True|buttered-air-popped-brown-bag-popcorn_2_0.jpg|2226_2|i find it easier to open a bag and place closed bag inside|
303|338||Discard the leaves and put the blossoms in a jar. Add plum vinegar, or ume to them until all the petals are covered. |True|False|False|False|False|True|False||preserved-cherry-blossoms_3_0.jpg|4128_3|After three days, strain out the water. Discard the leaves and put the blossoms in a jar. Add plum vinegar, or ume to them until all the petals are covered. Store this in your fridge for three days. |After three days, strain out the water. Store this in your fridge for three days. 
304|339||retrieve the jalape&#241;os, remove their stems and cut into them to removing some or most of their seeds|True|False|False|False|False|True|False||simple-salsa-verde_3_0.jpg|826_3|After dumping the boiled ingredients into a colander, retrieve the jalape&#241;os, remove their stems and cut into them to removing some or most of their seeds. BUT...save the seeds on your cutting board! This will allow you to moderate the heat of your salsa by adding seeds back in slowly during the next and final step.|After dumping the boiled ingredients into a colander, . BUT...save the seeds on your cutting board! This will allow you to moderate the heat of your salsa by adding seeds back in slowly during the next and final step.
305|340|True|Roll dough into small balls and place on cookie sheet.|True|False|False|False|False|False|True|True|homemade-oreo-cookies_5_0.jpg|3185_5|Roll dough into small balls and place on cookie sheet.|
306|341||Preheat the oven to 180&#176;C|True|False|False|False|False|True|False||1prepare-the-ingredients_1_0.jpg|3794_1|Preheat the oven to 180&#176;C/350&#176;F/GasMark4.|/350&#176;F/GasMark4.
307|342||Enjoy! It won't last long. |False|False|False|False|False|False|False||cashew-nut-tzatziki-super-fresh-healthy-spread_4_0.jpg|5257_4|Enjoy! It won't last long. (Let us know your thoughts if you made it)|(Let us know your thoughts if you made it)
308|343||Mix in minced up eggs thoroughly.|True|False|False|False|False|True|False||fried-rice_8_0.jpg|1749_8|Mix in minced up eggs thoroughly.|
309|344||Mix all ingredients into a crockpot. Be sure that all ingredients are in the pot. |False|False|False|False|False|False|False||buffalo-chicken-dip-4_7_0.jpg|2708_7|Mix all ingredients into a crockpot. Be sure that all ingredients are in the pot. Tip: allow cream cheese to soften before being thrown into crockpot.|Tip: allow cream cheese to soften before being thrown into crockpot.
310|345|False|In a medium bowl, whisk eggs, MBM and lemonade together to make a smooth batter|True|False|False|False|False|False|True|False|quick-easy-blueberry-pancakes_2_0.jpg|4713_2|In a medium bowl, whisk eggs, MBM and lemonade together to make a smooth batter|
311|346|False|: With a roller, you flatten the dough to give it a circular form. |True|False|False|False|False|False|True|False|focaccia-2_7_0.jpg|2224_7|With a roller, you flatten the dough to give it a circular form. And with a stick, you make little holes to let the dough breath.&#160;|With a roller, you flatten the dough to give it a circular form. And with a stick, you make little holes to let the dough breath.&#160;
312|347||Make yourself a delicious looking omelette. I put a little milk into my egg batter and whisked till it was fluffy|True|False|False|False|False|True|False||spicy-omurice-recipe_5_0.jpg|1000_5|Make yourself a delicious looking omelette. I put a little milk into my egg batter and whisked till it was fluffy|
313|348|False|Fold three side flaps down evenly into the cavity of the carton.|True|False|False|False|False|False|True|False|container-from-recycled-milk-carton_6_0.jpg|2142_6|Fold three side flaps down evenly into the cavity of the carton.|
314|349||Enjoy these tikkis with ketchup.|True|False|False|False|False|False|False||corn-tikki_4_0.jpg|3369_4|-Enjoy these tikkis with ketchup.|-
315|350||Enjoy!To make rice even more easily, you could also check out some rice cooker reviews and take your rice cooking to the next level!|False|False|False|False|False|False|False||how-to-cook-rice-easily-in-a-microwave_5_0.jpg|2166_5|Enjoy!To make rice even more easily, you could also check out some rice cooker reviews and take your rice cooking to the next level!|
316|351|False|ark an horizontal line at this point on three sides. Cut along line through three sides.|True|False|False|True|False|False|True|False|container-from-recycled-milk-carton_3_0.jpg|2142_3|Measure down 2.5 cm from the new top edge.  Mark an horizontal line at this point on three sides.  Cut along line through three sides.  Leave band attached to one side of carton body.|Measure down 2.5 cm from the new top edge.  Mark an horizontal line at this point on three sides.  Cut along line through three sides.  Leave band attached to one side of carton body.
317|352||bought this foil from the craft store, its usually very easy to find.|False|False|False|False|False|False|False||chocolate-oreo-dipped-cookies-bridal-shower-baby-s_3_0.jpg|3723_3|I bought this foil from the craft store, its usually very easy to find. |I  
318|353||ake one cup of rice flour in bowl and add All purpose flour (little less than half cup APF) to it.-Add sesame seeds,carom seeds and red chilli powder.|True|False|True|False|False|True|False||curd-jantikalucrispy-curd-snacks_1_0.jpg|3310_1|-Take one cup of rice flour in bowl and add All purpose flour (little less than half cup APF) to it.-Add sesame seeds,carom seeds and red chilli powder.|-T
319|354||hat's it! Your tomato jam is done! I love mine as a dip for grilled cheese sandwiches, topping for meatloaf, topping for crackers, anything! It's like fancy ketchup!|False|False|False|False|False|False|False||sweet-tomato-jam_4_0.jpg|5090_3|That's it! Your tomato jam is done! I love mine as a dip for grilled cheese sandwiches, topping for meatloaf, topping for crackers, anything! It's like fancy ketchup! |T 
320|355||Place hamburger into a pot with 1/3 cup of water, season with salt and pepper|True|False|True|False|False|True|False||beef-casserole_2_0.jpg|1878_2|Place hamburger into a pot with 1/3 cup of water, season with salt and pepper|
321|356|False|Fold three side flaps down evenly into the cavity of the carton.|True|False|False|False|False|False|True|False|container-from-recycled-milk-carton_6_0.jpg|715_6|Fold three side flaps down evenly into the cavity of the carton.|
322|357||Make sure the plate is not too big or small or you will have a mess |True|False|False|False|False|True|False||making-orange-tea-using-peels_5_0.jpg|2975_5|Make sure the plate is not too big or small or you will have a mess XD|XD
323|358||Gather your healthy material.u will need these following materials.- A popcorn maker- Popcorn kernels- Large bowl|False|False|False|False|False|False|False||how-to-make-healthy-popcorn_1_0.jpg|727_1|Step 1.) Gather your healthy material.u will need these following materials.- A popcorn maker- Popcorn kernels- Large bowl|Step 1.) 
324|359||cream the butter for three minutes or until it becomes pale in colour and is light and fluffy!|True|False|False|False|False|True|False||easy-cut-out-cookies_2_0.jpg|477_2|cream the butter for three minutes or until it becomes pale in colour and is light and fluffy! | 
325|360||Bake cheesecake for 40-50 minutes at 375 degrees.|True|False|False|False|False|True|False||simple-and-easy-cheesecake_4_0.jpg|1418_4|Bake cheesecake for 40-50 minutes at 375 degrees. Just to make sure constantly check on it so you don't over bake!!!!!!!!!| Just to make sure constantly check on it so you don't over bake!!!!!!!!!
